"","lon","lat","anom"
"752",157.5,-37.5,0.668859422206879
"753",162.5,-37.5,0.417770177125931
"754",167.5,-37.5,0.0977360159158707
"755",172.5,-37.5,-0.0419522896409035
"756",177.5,-37.5,0.223652571439743
"757",182.5,-37.5,0.369569778442383
"758",187.5,-37.5,0.792069733142853
"759",192.5,-37.5,1.26318860054016
"760",197.5,-37.5,1.5637674331665
"761",202.5,-37.5,1.62457966804504
"762",207.5,-37.5,1.61440765857697
"763",212.5,-37.5,1.4791042804718
"764",217.5,-37.5,1.15841555595398
"765",222.5,-37.5,0.848380625247955
"766",227.5,-37.5,0.344896137714386
"767",232.5,-37.5,-0.183628097176552
"768",237.5,-37.5,-0.570788741111755
"769",242.5,-37.5,-0.767037808895111
"770",247.5,-37.5,-0.548234641551971
"771",252.5,-37.5,-0.209451168775558
"772",257.5,-37.5,0.193826705217361
"773",262.5,-37.5,0.474560171365738
"774",267.5,-37.5,0.62377542257309
"775",272.5,-37.5,0.656311273574829
"776",277.5,-37.5,0.459546059370041
"777",282.5,-37.5,0.267892926931381
"778",287.5,-37.5,0.53224128484726
"779",292.5,-37.5,1.2063250541687
"780",297.5,-37.5,0.286962956190109
"781",302.5,-37.5,0.555721879005432
"782",307.5,-37.5,0.403259575366974
"783",312.5,-37.5,0.112704768776894
"784",317.5,-37.5,0.0834305882453918
"785",322.5,-37.5,0.242187768220901
"786",327.5,-37.5,0.229843601584435
"787",332.5,-37.5,0.217592254281044
"788",337.5,-37.5,0.217037677764893
"789",342.5,-37.5,0.184406876564026
"790",347.5,-37.5,0.0151281096041203
"791",352.5,-37.5,-0.1056003049016
"792",357.5,-37.5,-0.177149191498756
"793",2.5,-32.5,-0.0435340292751789
"794",7.5,-32.5,0.0773447602987289
"795",12.5,-32.5,-0.0209353771060705
"796",17.5,-32.5,0.080116018652916
"797",22.5,-32.5,0.576431632041931
"798",27.5,-32.5,0.519582271575928
"799",32.5,-32.5,0.177662372589111
"800",37.5,-32.5,-0.0365573391318321
"801",42.5,-32.5,0.0893380865454674
"802",47.5,-32.5,0.0170345082879066
"803",52.5,-32.5,-0.285957217216492
"804",57.5,-32.5,-0.731271862983704
"805",62.5,-32.5,-1.15323495864868
"806",67.5,-32.5,-1.33835434913635
"807",72.5,-32.5,-1.28259682655334
"808",77.5,-32.5,-1.17637729644775
"809",82.5,-32.5,-0.887288451194763
"810",87.5,-32.5,-0.672616899013519
"811",92.5,-32.5,-0.408970952033997
"812",97.5,-32.5,-0.401896744966507
"813",102.5,-32.5,-0.297877758741379
"814",107.5,-32.5,0.110043086111546
"815",112.5,-32.5,0.570505678653717
"816",117.5,-32.5,0.0467528998851776
"817",122.5,-32.5,0.477827727794647
"818",127.5,-32.5,0.595314502716064
"819",132.5,-32.5,0.403962910175323
"820",137.5,-32.5,0.442328631877899
"821",142.5,-32.5,1.07942867279053
"822",147.5,-32.5,3.88998222351074
"823",152.5,-32.5,1.79687309265137
"824",157.5,-32.5,1.18356549739838
"825",162.5,-32.5,0.745675444602966
"826",167.5,-32.5,0.434303432703018
"827",172.5,-32.5,0.245326310396194
"828",177.5,-32.5,0.268589407205582
"829",182.5,-32.5,0.397982656955719
"830",187.5,-32.5,0.605507552623749
"831",192.5,-32.5,0.837618112564087
"832",197.5,-32.5,0.957824468612671
"833",202.5,-32.5,0.96416437625885
"834",207.5,-32.5,0.915381073951721
"835",212.5,-32.5,0.728563249111176
"836",217.5,-32.5,0.41838812828064
"837",222.5,-32.5,0.103639483451843
"838",227.5,-32.5,-0.315524816513062
"839",232.5,-32.5,-0.66113668680191
"840",237.5,-32.5,-0.809537947177887
"841",242.5,-32.5,-0.695176661014557
"842",247.5,-32.5,-0.27280867099762
"843",252.5,-32.5,0.0494658350944519
"844",257.5,-32.5,0.230635672807693
"845",262.5,-32.5,0.415623515844345
"846",267.5,-32.5,0.563384890556335
"847",272.5,-32.5,0.515471518039703
"848",277.5,-32.5,0.232418105006218
"849",282.5,-32.5,0.0318360850214958
"850",287.5,-32.5,0.0883392095565796
"851",292.5,-32.5,1.96887969970703
"852",297.5,-32.5,0.378043532371521
"853",302.5,-32.5,-0.12992137670517
"854",307.5,-32.5,0.651601076126099
"855",312.5,-32.5,0.433765381574631
"856",317.5,-32.5,0.18070425093174
"857",322.5,-32.5,0.0944742411375046
"858",327.5,-32.5,0.074207991361618
"859",332.5,-32.5,0.0856622159481049
"860",337.5,-32.5,0.0495918616652489
"861",342.5,-32.5,0.0407414175570011
"862",347.5,-32.5,-0.0540487617254257
"863",352.5,-32.5,-0.06443952023983
"864",357.5,-32.5,-0.0669383481144905
"865",2.5,-27.5,0.387568295001984
"866",7.5,-27.5,0.364704579114914
"867",12.5,-27.5,0.347705870866776
"868",17.5,-27.5,0.510460019111633
"869",22.5,-27.5,1.14419293403625
"870",27.5,-27.5,0.153197765350342
"871",32.5,-27.5,0.579303562641144
"872",37.5,-27.5,0.240552380681038
"873",42.5,-27.5,0.263541787862778
"874",47.5,-27.5,0.254712909460068
"875",52.5,-27.5,-0.0936743840575218
"876",57.5,-27.5,-0.441566586494446
"877",62.5,-27.5,-0.667129874229431
"878",67.5,-27.5,-0.56421422958374
"879",72.5,-27.5,-0.231035083532333
"880",77.5,-27.5,0.0760466754436493
"881",82.5,-27.5,0.278353661298752
"882",87.5,-27.5,0.263240903615952
"883",92.5,-27.5,0.314030587673187
"884",97.5,-27.5,0.211231932044029
"885",102.5,-27.5,0.147773519158363
"886",107.5,-27.5,0.594231307506561
"887",112.5,-27.5,1.0131561756134
"888",117.5,-27.5,-0.144285619258881
"889",122.5,-27.5,-0.321753621101379
"890",127.5,-27.5,0.422923654317856
"891",132.5,-27.5,0.744283497333527
"892",137.5,-27.5,1.12480616569519
"893",142.5,-27.5,2.93052196502686
"894",147.5,-27.5,3.84152746200562
"895",152.5,-27.5,2.30795621871948
"896",157.5,-27.5,0.775583565235138
"897",162.5,-27.5,0.503859281539917
"898",167.5,-27.5,0.291748225688934
"899",172.5,-27.5,0.0865259245038033
"900",177.5,-27.5,0.0246257986873388
"901",182.5,-27.5,0.192436218261719
"902",187.5,-27.5,0.32573276758194
"903",192.5,-27.5,0.478808164596558
"904",197.5,-27.5,0.521762728691101
"905",202.5,-27.5,0.495472997426987
"906",207.5,-27.5,0.469803482294083
"907",212.5,-27.5,0.358321219682693
"908",217.5,-27.5,0.176193699240685
"909",222.5,-27.5,-0.0635352730751038
"910",227.5,-27.5,-0.268070667982101
"911",232.5,-27.5,-0.434952437877655
"912",237.5,-27.5,-0.433302521705627
"913",242.5,-27.5,-0.314614593982697
"914",247.5,-27.5,-0.0529449358582497
"915",252.5,-27.5,0.112048089504242
"916",257.5,-27.5,0.0391339622437954
"917",262.5,-27.5,0.105119444429874
"918",267.5,-27.5,0.166139587759972
"919",272.5,-27.5,0.0333092398941517
"920",277.5,-27.5,-0.21619713306427
"921",282.5,-27.5,-0.420567244291306
"922",287.5,-27.5,-0.00926503539085388
"923",292.5,-27.5,1.43804144859314
"924",297.5,-27.5,0.839483976364136
"925",302.5,-27.5,0.373140662908554
"926",307.5,-27.5,0.533881306648254
"927",312.5,-27.5,0.637001991271973
"928",317.5,-27.5,0.152289792895317
"929",322.5,-27.5,0.151984632015228
"930",327.5,-27.5,0.152768224477768
"931",332.5,-27.5,0.0849817767739296
"932",337.5,-27.5,0.0335796773433685
"933",342.5,-27.5,0.113483965396881
"934",347.5,-27.5,0.151032418012619
"935",352.5,-27.5,0.251853883266449
"936",357.5,-27.5,0.345565021038055
"937",2.5,-22.5,0.62362414598465
"938",7.5,-22.5,0.669755220413208
"939",12.5,-22.5,0.856424391269684
"940",17.5,-22.5,0.953786253929138
"941",22.5,-22.5,0.595088422298431
"942",27.5,-22.5,0.453143179416656
"943",32.5,-22.5,0.656656503677368
"944",37.5,-22.5,0.343090742826462
"945",42.5,-22.5,0.339991629123688
"946",47.5,-22.5,0.617841839790344
"947",52.5,-22.5,0.243279233574867
"948",57.5,-22.5,0.36505714058876
"949",62.5,-22.5,0.527844369411469
"950",67.5,-22.5,0.859995424747467
"951",72.5,-22.5,1.20099318027496
"952",77.5,-22.5,1.31056129932404
"953",82.5,-22.5,1.2054694890976
"954",87.5,-22.5,0.989798009395599
"955",92.5,-22.5,0.774482250213623
"956",97.5,-22.5,0.571965098381042
"957",102.5,-22.5,0.48959082365036
"958",107.5,-22.5,0.960048973560333
"959",112.5,-22.5,1.21798467636108
"960",117.5,-22.5,0.899794936180115
"961",122.5,-22.5,0.172898218035698
"962",127.5,-22.5,0.651100277900696
"963",132.5,-22.5,1.51991629600525
"964",137.5,-22.5,1.88460969924927
"965",142.5,-22.5,2.12855863571167
"966",147.5,-22.5,1.15131604671478
"967",152.5,-22.5,0.632317960262299
"968",157.5,-22.5,0.414673238992691
"969",162.5,-22.5,0.279310375452042
"970",167.5,-22.5,-0.0755066424608231
"971",172.5,-22.5,-0.359524577856064
"972",177.5,-22.5,-0.28227037191391
"973",182.5,-22.5,-0.0310240536928177
"974",187.5,-22.5,0.157781630754471
"975",192.5,-22.5,0.395172595977783
"976",197.5,-22.5,0.485139638185501
"977",202.5,-22.5,0.405212461948395
"978",207.5,-22.5,0.38218879699707
"979",212.5,-22.5,0.342147946357727
"980",217.5,-22.5,0.203950941562653
"981",222.5,-22.5,0.0763493478298187
"982",227.5,-22.5,-0.0493605397641659
"983",232.5,-22.5,-0.165407538414001
"984",237.5,-22.5,-0.157495781779289
"985",242.5,-22.5,-0.0410245396196842
"986",247.5,-22.5,0.0960651114583015
"987",252.5,-22.5,0.077166274189949
"988",257.5,-22.5,-0.0374643467366695
"989",262.5,-22.5,-0.149512380361557
"990",267.5,-22.5,-0.264941543340683
"991",272.5,-22.5,-0.427301377058029
"992",277.5,-22.5,-0.581437766551971
"993",282.5,-22.5,-0.467473477125168
"994",287.5,-22.5,0.641209125518799
"995",292.5,-22.5,1.36961734294891
"996",297.5,-22.5,1.38202786445618
"997",302.5,-22.5,0.590127348899841
"998",307.5,-22.5,0.779103875160217
"999",312.5,-22.5,0.979283928871155
"1000",317.5,-22.5,0.548224866390228
"1001",322.5,-22.5,0.336491316556931
"1002",327.5,-22.5,0.328352808952332
"1003",332.5,-22.5,0.310830056667328
"1004",337.5,-22.5,0.357580274343491
"1005",342.5,-22.5,0.462695688009262
"1006",347.5,-22.5,0.51074355840683
"1007",352.5,-22.5,0.593902826309204
"1008",357.5,-22.5,0.666660606861115
"1009",2.5,-17.5,0.816506803035736
"1010",7.5,-17.5,1.23777592182159
"1011",12.5,-17.5,1.35398983955383
"1012",17.5,-17.5,-0.0186673998832703
"1013",22.5,-17.5,0.780695497989655
"1014",27.5,-17.5,0.778198540210724
"1015",32.5,-17.5,0.591967701911926
"1016",37.5,-17.5,0.382320523262024
"1017",42.5,-17.5,0.462752163410187
"1018",47.5,-17.5,0.874092578887939
"1019",52.5,-17.5,0.775241374969482
"1020",57.5,-17.5,1.08030045032501
"1021",62.5,-17.5,1.36737859249115
"1022",67.5,-17.5,1.67031598091125
"1023",72.5,-17.5,1.75991773605347
"1024",77.5,-17.5,1.5431694984436
"1025",82.5,-17.5,1.23352432250977
"1026",87.5,-17.5,0.875089764595032
"1027",92.5,-17.5,0.439282923936844
"1028",97.5,-17.5,0.179166465997696
"1029",102.5,-17.5,0.304482161998749
"1030",107.5,-17.5,0.861979842185974
"1031",112.5,-17.5,1.19871962070465
"1032",117.5,-17.5,1.33340752124786
"1033",122.5,-17.5,0.957932829856873
"1034",127.5,-17.5,1.14399695396423
"1035",132.5,-17.5,0.937930941581726
"1036",137.5,-17.5,1.40764629840851
"1037",142.5,-17.5,1.24503707885742
"1038",147.5,-17.5,0.515726923942566
"1039",152.5,-17.5,0.386782109737396
"1040",157.5,-17.5,0.290242940187454
"1041",162.5,-17.5,0.132353082299232
"1042",167.5,-17.5,-0.0487727671861649
"1043",172.5,-17.5,-0.248393282294273
"1044",177.5,-17.5,-0.0143360383808613
"1045",182.5,-17.5,0.131418496370316
"1046",187.5,-17.5,0.408816456794739
"1047",192.5,-17.5,0.542217373847961
"1048",197.5,-17.5,0.590639233589172
"1049",202.5,-17.5,0.558681070804596
"1050",207.5,-17.5,0.502557098865509
"1051",212.5,-17.5,0.440209895372391
"1052",217.5,-17.5,0.333008170127869
"1053",222.5,-17.5,0.287141293287277
"1054",227.5,-17.5,0.237123712897301
"1055",232.5,-17.5,0.208661779761314
"1056",237.5,-17.5,0.226346701383591
"1057",242.5,-17.5,0.241132944822311
"1058",247.5,-17.5,0.21321015059948
"1059",252.5,-17.5,0.0768554359674454
"1060",257.5,-17.5,-0.107554852962494
"1061",262.5,-17.5,-0.265817165374756
"1062",267.5,-17.5,-0.39619255065918
"1063",272.5,-17.5,-0.504838347434998
"1064",277.5,-17.5,-0.426716476678848
"1065",282.5,-17.5,0.436265110969543
"1066",287.5,-17.5,1.24801087379456
"1067",292.5,-17.5,1.44470405578613
"1068",297.5,-17.5,1.30482363700867
"1069",302.5,-17.5,1.44212245941162
"1070",307.5,-17.5,0.978359639644623
"1071",312.5,-17.5,1.32141661643982
"1072",317.5,-17.5,1.10668325424194
"1073",322.5,-17.5,0.507113873958588
"1074",327.5,-17.5,0.599208235740662
"1075",332.5,-17.5,0.568432986736298
"1076",337.5,-17.5,0.595235705375671
"1077",342.5,-17.5,0.600767850875854
"1078",347.5,-17.5,0.583336114883423
"1079",352.5,-17.5,0.601951897144318
"1080",357.5,-17.5,0.663495302200317
"1081",2.5,-12.5,1.4742739200592
"1082",7.5,-12.5,1.85682809352875
"1083",12.5,-12.5,2.23844623565674
"1084",17.5,-12.5,1.12311017513275
"1085",22.5,-12.5,1.08757960796356
"1086",27.5,-12.5,1.03564691543579
"1087",32.5,-12.5,0.989910244941711
"1088",37.5,-12.5,1.16507768630981
"1089",42.5,-12.5,0.630347847938538
"1090",47.5,-12.5,0.712086975574493
"1091",52.5,-12.5,0.973212361335754
"1092",57.5,-12.5,1.31740319728851
"1093",62.5,-12.5,1.55870842933655
"1094",67.5,-12.5,1.56889533996582
"1095",72.5,-12.5,1.45424115657806
"1096",77.5,-12.5,1.19725680351257
"1097",82.5,-12.5,0.844485998153687
"1098",87.5,-12.5,0.574349284172058
"1099",92.5,-12.5,0.370248705148697
"1100",97.5,-12.5,0.359116822481155
"1101",102.5,-12.5,0.385833621025085
"1102",107.5,-12.5,0.612246155738831
"1103",112.5,-12.5,0.768958687782288
"1104",117.5,-12.5,0.912855803966522
"1105",122.5,-12.5,0.940980315208435
"1106",127.5,-12.5,0.842616200447083
"1107",132.5,-12.5,0.902104258537292
"1108",137.5,-12.5,0.864430129528046
"1109",142.5,-12.5,0.836002945899963
"1110",147.5,-12.5,0.457809895277023
"1111",152.5,-12.5,0.326760858297348
"1112",157.5,-12.5,0.362170845270157
"1113",162.5,-12.5,0.407863259315491
"1114",167.5,-12.5,0.344941109418869
"1115",172.5,-12.5,0.340142548084259
"1116",177.5,-12.5,0.450504720211029
"1117",182.5,-12.5,0.563475251197815
"1118",187.5,-12.5,0.695334851741791
"1119",192.5,-12.5,0.727961838245392
"1120",197.5,-12.5,0.668185234069824
"1121",202.5,-12.5,0.595847547054291
"1122",207.5,-12.5,0.472846120595932
"1123",212.5,-12.5,0.388493925333023
"1124",217.5,-12.5,0.344588607549667
"1125",222.5,-12.5,0.373299032449722
"1126",227.5,-12.5,0.372101426124573
"1127",232.5,-12.5,0.336243510246277
"1128",237.5,-12.5,0.247853651642799
"1129",242.5,-12.5,0.164800971746445
"1130",247.5,-12.5,0.0741216316819191
"1131",252.5,-12.5,-0.0396595783531666
"1132",257.5,-12.5,-0.151777803897858
"1133",262.5,-12.5,-0.214926525950432
"1134",267.5,-12.5,-0.270062863826752
"1135",272.5,-12.5,-0.338697880506516
"1136",277.5,-12.5,-0.0633340030908585
"1137",282.5,-12.5,0.818079829216003
"1138",287.5,-12.5,1.09311163425446
"1139",292.5,-12.5,1.41102337837219
"1140",297.5,-12.5,1.34738314151764
"1141",302.5,-12.5,0.962391018867493
"1142",307.5,-12.5,1.09277307987213
"1143",312.5,-12.5,0.956138372421265
"1144",317.5,-12.5,1.18173599243164
"1145",322.5,-12.5,0.718313694000244
"1146",327.5,-12.5,0.610413253307343
"1147",332.5,-12.5,0.566889226436615
"1148",337.5,-12.5,0.572987496852875
"1149",342.5,-12.5,0.613047897815704
"1150",347.5,-12.5,0.721957504749298
"1151",352.5,-12.5,0.866697192192078
"1152",357.5,-12.5,1.16743791103363
"1153",2.5,-7.5,1.76444935798645
"1154",7.5,-7.5,1.83505320549011
"1155",12.5,-7.5,1.89365887641907
"1156",17.5,-7.5,1.4862539768219
"1157",22.5,-7.5,1.34365355968475
"1158",27.5,-7.5,1.18781805038452
"1159",32.5,-7.5,1.05201709270477
"1160",37.5,-7.5,0.847417712211609
"1161",42.5,-7.5,0.653505384922028
"1162",47.5,-7.5,0.694939255714417
"1163",52.5,-7.5,0.779850244522095
"1164",57.5,-7.5,0.990482270717621
"1165",62.5,-7.5,1.12941825389862
"1166",67.5,-7.5,1.10403001308441
"1167",72.5,-7.5,1.04453945159912
"1168",77.5,-7.5,0.924328327178955
"1169",82.5,-7.5,0.75107204914093
"1170",87.5,-7.5,0.727509737014771
"1171",92.5,-7.5,0.771584987640381
"1172",97.5,-7.5,0.835451424121857
"1173",102.5,-7.5,0.762410938739777
"1174",107.5,-7.5,0.553583204746246
"1175",112.5,-7.5,0.604809582233429
"1176",117.5,-7.5,0.636609852313995
"1177",122.5,-7.5,0.61137592792511
"1178",127.5,-7.5,0.643923282623291
"1179",132.5,-7.5,0.690647423267365
"1180",137.5,-7.5,0.673907816410065
"1181",142.5,-7.5,0.850862503051758
"1182",147.5,-7.5,0.700975894927979
"1183",152.5,-7.5,0.461074858903885
"1184",157.5,-7.5,0.623282432556152
"1185",162.5,-7.5,0.686545252799988
"1186",167.5,-7.5,0.738439619541168
"1187",172.5,-7.5,0.824114382266998
"1188",177.5,-7.5,0.830363988876343
"1189",182.5,-7.5,0.829382359981537
"1190",187.5,-7.5,0.837381899356842
"1191",192.5,-7.5,0.763355553150177
"1192",197.5,-7.5,0.634833812713623
"1193",202.5,-7.5,0.547826766967773
"1194",207.5,-7.5,0.427391409873962
"1195",212.5,-7.5,0.345627903938293
"1196",217.5,-7.5,0.317263692617416
"1197",222.5,-7.5,0.368226170539856
"1198",227.5,-7.5,0.272489368915558
"1199",232.5,-7.5,0.211988747119904
"1200",237.5,-7.5,0.16321724653244
"1201",242.5,-7.5,0.130111217498779
"1202",247.5,-7.5,0.114169232547283
"1203",252.5,-7.5,0.090692475438118
"1204",257.5,-7.5,0.024400606751442
"1205",262.5,-7.5,-0.047140471637249
"1206",267.5,-7.5,-0.152945846319199
"1207",272.5,-7.5,-0.402239829301834
"1208",277.5,-7.5,-0.212165281176567
"1209",282.5,-7.5,0.993583381175995
"1210",287.5,-7.5,1.33157551288605
"1211",292.5,-7.5,1.0291348695755
"1212",297.5,-7.5,0.918530285358429
"1213",302.5,-7.5,1.02050352096558
"1214",307.5,-7.5,1.16194188594818
"1215",312.5,-7.5,1.0532032251358
"1216",317.5,-7.5,0.959113955497742
"1217",322.5,-7.5,0.854713141918182
"1218",327.5,-7.5,0.632009625434875
"1219",332.5,-7.5,0.654794335365295
"1220",337.5,-7.5,0.837724328041077
"1221",342.5,-7.5,1.07772433757782
"1222",347.5,-7.5,1.24512207508087
"1223",352.5,-7.5,1.46787047386169
"1224",357.5,-7.5,1.68929982185364
"1225",2.5,-2.5,1.39737915992737
"1226",7.5,-2.5,1.28928351402283
"1227",12.5,-2.5,1.6707489490509
"1228",17.5,-2.5,1.66478598117828
"1229",22.5,-2.5,1.27175045013428
"1230",27.5,-2.5,1.19323074817657
"1231",32.5,-2.5,0.941523671150208
"1232",37.5,-2.5,1.3774825334549
"1233",42.5,-2.5,0.802569687366486
"1234",47.5,-2.5,0.773799538612366
"1235",52.5,-2.5,0.824974894523621
"1236",57.5,-2.5,0.93220329284668
"1237",62.5,-2.5,0.957756519317627
"1238",67.5,-2.5,0.909786939620972
"1239",72.5,-2.5,0.905070900917053
"1240",77.5,-2.5,0.979425668716431
"1241",82.5,-2.5,0.946842968463898
"1242",87.5,-2.5,0.973991870880127
"1243",92.5,-2.5,1.07639026641846
"1244",97.5,-2.5,1.07059824466705
"1245",102.5,-2.5,1.15481519699097
"1246",107.5,-2.5,0.594547092914581
"1247",112.5,-2.5,0.816322386264801
"1248",117.5,-2.5,0.533984065055847
"1249",122.5,-2.5,0.483130097389221
"1250",127.5,-2.5,0.578412115573883
"1251",132.5,-2.5,0.686634421348572
"1252",137.5,-2.5,0.889259099960327
"1253",142.5,-2.5,0.829530715942383
"1254",147.5,-2.5,0.714850306510925
"1255",152.5,-2.5,0.668025255203247
"1256",157.5,-2.5,0.69795435667038
"1257",162.5,-2.5,0.840671181678772
"1258",167.5,-2.5,1.03096151351929
"1259",172.5,-2.5,1.18021547794342
"1260",177.5,-2.5,1.19262588024139
"1261",182.5,-2.5,1.22796320915222
"1262",187.5,-2.5,1.18374788761139
"1263",192.5,-2.5,1.06568026542664
"1264",197.5,-2.5,0.908060371875763
"1265",202.5,-2.5,0.770406901836395
"1266",207.5,-2.5,0.64833801984787
"1267",212.5,-2.5,0.536996126174927
"1268",217.5,-2.5,0.398142635822296
"1269",222.5,-2.5,0.266677767038345
"1270",227.5,-2.5,0.167452245950699
"1271",232.5,-2.5,0.0804495215415955
"1272",237.5,-2.5,0.0235153958201408
"1273",242.5,-2.5,-0.0159490201622248
"1274",247.5,-2.5,-0.0762613713741302
"1275",252.5,-2.5,-0.0604082494974136
"1276",257.5,-2.5,-0.0390578471124172
"1277",262.5,-2.5,-0.123603746294975
"1278",267.5,-2.5,-0.242461621761322
"1279",272.5,-2.5,-0.29532527923584
"1280",277.5,-2.5,0.0220079720020294
"1281",282.5,-2.5,1.35094511508942
"1282",287.5,-2.5,0.743146419525146
"1283",292.5,-2.5,0.737329721450806
"1284",297.5,-2.5,1.06730508804321
"1285",302.5,-2.5,1.18797481060028
"1286",307.5,-2.5,0.838718175888062
"1287",312.5,-2.5,0.988776028156281
"1288",317.5,-2.5,0.747772455215454
"1289",322.5,-2.5,0.68013459444046
"1290",327.5,-2.5,0.720121622085571
"1291",332.5,-2.5,0.95123690366745
"1292",337.5,-2.5,1.26092135906219
"1293",342.5,-2.5,1.50568664073944
"1294",347.5,-2.5,1.55149841308594
"1295",352.5,-2.5,1.48624849319458
"1296",357.5,-2.5,1.51027619838715
"1297",2.5,2.5,1.60430264472961
"1298",7.5,2.5,1.42718803882599
"1299",12.5,2.5,1.29718244075775
"1300",17.5,2.5,0.899276733398438
"1301",22.5,2.5,0.985738277435303
"1302",27.5,2.5,0.96187561750412
"1303",32.5,2.5,0.846989750862122
"1304",37.5,2.5,0.874399662017822
"1305",42.5,2.5,0.843181729316711
"1306",47.5,2.5,0.844150125980377
"1307",52.5,2.5,0.87185263633728
"1308",57.5,2.5,0.993135392665863
"1309",62.5,2.5,1.04803514480591
"1310",67.5,2.5,0.94272118806839
"1311",72.5,2.5,0.865286350250244
"1312",77.5,2.5,0.922447800636292
"1313",82.5,2.5,0.900733351707458
"1314",87.5,2.5,0.90517270565033
"1315",92.5,2.5,0.982682168483734
"1316",97.5,2.5,1.00535953044891
"1317",102.5,2.5,0.993754208087921
"1318",107.5,2.5,0.525143027305603
"1319",112.5,2.5,0.761515438556671
"1320",117.5,2.5,0.683264076709747
"1321",122.5,2.5,0.373114764690399
"1322",127.5,2.5,0.382388830184937
"1323",132.5,2.5,0.499662101268768
"1324",137.5,2.5,0.543577671051025
"1325",142.5,2.5,0.575156152248383
"1326",147.5,2.5,0.580638885498047
"1327",152.5,2.5,0.596626460552216
"1328",157.5,2.5,0.685925543308258
"1329",162.5,2.5,0.835043430328369
"1330",167.5,2.5,0.999709904193878
"1331",172.5,2.5,1.0906218290329
"1332",177.5,2.5,1.16908538341522
"1333",182.5,2.5,1.23083913326263
"1334",187.5,2.5,1.22373509407043
"1335",192.5,2.5,1.13882184028625
"1336",197.5,2.5,1.01977562904358
"1337",202.5,2.5,0.917698264122009
"1338",207.5,2.5,0.804261922836304
"1339",212.5,2.5,0.67596572637558
"1340",217.5,2.5,0.566207826137543
"1341",222.5,2.5,0.474601060152054
"1342",227.5,2.5,0.378890544176102
"1343",232.5,2.5,0.278487235307693
"1344",237.5,2.5,0.177310407161713
"1345",242.5,2.5,0.12268028408289
"1346",247.5,2.5,0.0328347012400627
"1347",252.5,2.5,0.0516562648117542
"1348",257.5,2.5,0.134884715080261
"1349",262.5,2.5,0.116218641400337
"1350",267.5,2.5,0.082621231675148
"1351",272.5,2.5,0.0982112884521484
"1352",277.5,2.5,0.505423367023468
"1353",282.5,2.5,1.37965762615204
"1354",287.5,2.5,1.1961590051651
"1355",292.5,2.5,1.07086849212646
"1356",297.5,2.5,1.24583733081818
"1357",302.5,2.5,1.41298627853394
"1358",307.5,2.5,1.18299770355225
"1359",312.5,2.5,0.718831837177277
"1360",317.5,2.5,0.686912000179291
"1361",322.5,2.5,0.72731226682663
"1362",327.5,2.5,0.901124715805054
"1363",332.5,2.5,1.19334316253662
"1364",337.5,2.5,1.49679934978485
"1365",342.5,2.5,1.61283838748932
"1366",347.5,2.5,1.57315385341644
"1367",352.5,2.5,1.54041194915771
"1368",357.5,2.5,1.68834507465363
"1369",2.5,7.5,1.08363342285156
"1370",7.5,7.5,0.333846598863602
"1371",12.5,7.5,0.325282573699951
"1372",17.5,7.5,0.431037098169327
"1373",22.5,7.5,0.42066901922226
"1374",27.5,7.5,0.49538716673851
"1375",32.5,7.5,0.618800640106201
"1376",37.5,7.5,0.938199639320374
"1377",42.5,7.5,0.685788333415985
"1378",47.5,7.5,0.787955820560455
"1379",52.5,7.5,0.64566171169281
"1380",57.5,7.5,0.816244602203369
"1381",62.5,7.5,0.931584715843201
"1382",67.5,7.5,0.902349293231964
"1383",72.5,7.5,0.808459103107452
"1384",77.5,7.5,0.784437775611877
"1385",82.5,7.5,0.74869978427887
"1386",87.5,7.5,0.605541706085205
"1387",92.5,7.5,0.571117877960205
"1388",97.5,7.5,0.622728109359741
"1389",102.5,7.5,0.456509411334991
"1390",107.5,7.5,0.219711676239967
"1391",112.5,7.5,0.122230879962444
"1392",117.5,7.5,0.176441311836243
"1393",122.5,7.5,0.215126931667328
"1394",127.5,7.5,0.307300955057144
"1395",132.5,7.5,0.274734079837799
"1396",137.5,7.5,0.288779973983765
"1397",142.5,7.5,0.296631634235382
"1398",147.5,7.5,0.400646924972534
"1399",152.5,7.5,0.528903126716614
"1400",157.5,7.5,0.615935385227203
"1401",162.5,7.5,0.650665819644928
"1402",167.5,7.5,0.635486543178558
"1403",172.5,7.5,0.697039008140564
"1404",177.5,7.5,0.704973340034485
"1405",182.5,7.5,0.711631834506989
"1406",187.5,7.5,0.771316826343536
"1407",192.5,7.5,0.802236437797546
"1408",197.5,7.5,0.766788005828857
"1409",202.5,7.5,0.76663476228714
"1410",207.5,7.5,0.772215008735657
"1411",212.5,7.5,0.690912306308746
"1412",217.5,7.5,0.647053062915802
"1413",222.5,7.5,0.641196608543396
"1414",227.5,7.5,0.607869982719421
"1415",232.5,7.5,0.554544985294342
"1416",237.5,7.5,0.454043567180634
"1417",242.5,7.5,0.394992291927338
"1418",247.5,7.5,0.345179259777069
"1419",252.5,7.5,0.311629325151443
"1420",257.5,7.5,0.434592843055725
"1421",262.5,7.5,0.584857165813446
"1422",267.5,7.5,0.738222062587738
"1423",272.5,7.5,0.748515427112579
"1424",277.5,7.5,0.869291424751282
"1425",282.5,7.5,1.00806093215942
"1426",287.5,7.5,1.02975368499756
"1427",292.5,7.5,1.01448631286621
"1428",297.5,7.5,1.19538104534149
